Kabupaten/ Kota,Measure Names,provinsi,Tanggal,Measure Values
LAMPUNG TENGAH,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"7,914,584"
KERINCI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"7,936,077"
SUMEDANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"796,239"
MAJALENGKA,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"7,985,899"
KEPULAUAN YAPEN,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"8,108,409"
TANGGAMUS,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"8,195,526"
LOMBOK UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"8,303,724"
KUNINGAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"8,307,134"
BOLAANG MONGONDOW,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"8,311,368"
PANDEGLANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,BANTEN,31/08/2021,"8,313,528"
SUBANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"8,318,964"
KEPULAUAN SANGIHE,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"8,326,269"
LAMONGAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"8,385,661"
DEMAK,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"8,415,162"
LOMBOK TENGAH,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"8,530,032"
BONDOWOSO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"8,560,375"
SIDENRENG RAPPANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"8,583,181"
TULANG BAWANG BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"8,659,727"
OGAN KOMERING ULU TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"870,418"
HUMBANG HASUNDUTAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"8,746,881"
LEBAK,Kasus Konfirmasi per 100.000 penduduk/ minggu,BANTEN,31/08/2021,"8,847,054"
TASIKMALAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"887,821"
KONAWE,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"9,209,246"
BANDUNG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"9,486,696"
INDRAMAYU,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"968,283"
TEMANGGUNG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"9,754,144"
KOTA PASURUAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"9,840,389"
BREBES,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"984,528"
ACEH UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"9,845,411"
RAJA AMPAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"10,047,222"
ROKAN HULU,Kasus Konfirmasi per 100.000 penduduk/ minggu,RIAU,31/08/2021,"1,021,466"
BOMBANA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"10,306,426"
SITARO,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"10,416,977"
BANTAENG,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"10,570,713"
DOMPU,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"10,939,928"
WAY KANAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"11,121,554"
MOJOKERTO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"11,258,894"
KOTA LUBUK LINGGAU,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"11,267,747"
MERANGIN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"112,859"
BOALEMO,Kasus Konfirmasi per 100.000 penduduk/ minggu,GORONTALO,31/08/2021,"11,288,023"
MUARA ENIM,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"11,298,227"
LEMBATA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"1,144,812"
BOJONEGORO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"11,473,016"
KOTABARU,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"1,151,205"
KEPULAUAN SERIBU,Kasus Konfirmasi per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"11,663,621"
KOTA TERNATE,Kasus Konfirmasi per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,"11,711,757"
SUMBAWA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"11,770,393"
BOGOR,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"1,189,857"
KOTA BIMA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"11,970,183"
REJANG LEBONG,Kasus Konfirmasi per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,"12,047,093"
BOLAANG MONGONDOW SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"12,274,792"
MAGELANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"12,276,689"
KOTA GUNUNGSITOLI,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"12,296,426"
KARO,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"12,435,348"
PASAMAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"12,457,523"
BANJARNEGARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"12,629,506"
WONOSOBO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"12,645,774"
KOTA SEMARANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"12,747,926"
NAGEKEO,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"12,799,267"
KOTA TEGAL,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"12,815,892"
SOLOK,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"12,902,988"
KOTA TASIKMALAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"13,187,779"
FAK FAK,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"13,534,464"
PELALAWAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,RIAU,31/08/2021,"13,538,631"
WAJO,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"13,543,762"
KOTA JAKARTA BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"13,566,397"
SIKKA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"13,616,052"
LUMAJANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"13,651,786"
KEEROM,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"13,728,014"
BATU BARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"14,090,097"
KEPAHIANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,"14,125,092"
JENEPONTO,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"14,435,124"
PULAU MOROTAI,Kasus Konfirmasi per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,"14,580,022"
MANGGARAI BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"1,464,236"
JEMBER,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"14,646,727"
BULUKUMBA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"14,693,371"
KOTA BATAM,Kasus Konfirmasi per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,"14,774,179"
LABUHANBATU SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"14,819,827"
LAMPUNG SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"14,849,856"
SARMI,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"14,887,229"
BONE,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"14,912,747"
KOTA TANJUNG BALAI,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"14,969,728"
LOMBOK TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"15,029,968"
PESISIR SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"15,225,786"
SUKABUMI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"15,236,193"
ENREKANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"15,239,982"
MESUJI,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"15,324,458"
SIDOARJO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"15,334,589"
NAGAN RAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"15,391,264"
BIAK NUMFOR,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"1,541,679"
PINRANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"15,480,932"
KEBUMEN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"15,487,431"
KOLAKA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"15,539,786"
ACEH BARAT DAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"15,594,339"
SERUYAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"15,695,899"
LOMBOK BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"15,877,274"
BEKASI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"16,237,627"
KOTA TANGERANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,BANTEN,31/08/2021,"16,360,256"
GOWA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"16,407,354"
LABUHANBATU,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"16,434,013"
BANYUWANGI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"16,455,721"
BENGKULU TENGAH,Kasus Konfirmasi per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,"16,496,206"
HALMAHERA SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,"16,505,491"
MAMUJU,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"16,653,233"
ACEH JAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"16,691,356"
SUMBAWA BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTB,31/08/2021,"1,687,711"
KARAWANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"17,167,724"
KOTA CILEGON,Kasus Konfirmasi per 100.000 penduduk/ minggu,BANTEN,31/08/2021,"1,720,755"
BENER MERIAH,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"1,730,265"
PAKPAK BHARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"17,465,554"
KOTA SORONG,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"17,518,888"
KOTA CIMAHI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"17,610,038"
TELUK BINTUNI,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"17,717,669"
SEKADAU,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"17,749,991"
KOTAWARINGIN BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"17,919,484"
SAMBAS,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"18,062,552"
GORONTALO,Kasus Konfirmasi per 100.000 penduduk/ minggu,GORONTALO,31/08/2021,"18,089,725"
SORONG SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"1,811,813"
LANGKAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"18,118,674"
TORAJA UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"18,123,654"
ENDE,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"18,167,086"
KOTA SIBOLGA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"18,257,337"
ASAHAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"18,313,193"
TIMOR TENGAH SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"18,422,251"
TULUNGAGUNG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"18,613,175"
KOTA PARIAMAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"1,863,075"
KOTA TIDORE KEPULAUAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,MALUKU UTARA,31/08/2021,"18,794,018"
YAHUKIMO,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"18,865,423"
MAJENE,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"18,882,499"
KOTA KENDARI,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"18,918,697"
JOMBANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"19,070,834"
GRESIK,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"19,290,526"
SRAGEN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"19,348,039"
POLEWALI MANDAR,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"19,428,925"
SIMEULUE,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"1,970,566"
MALUKU TENGGARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,MALUKU,31/08/2021,"19,848,556"
PURBALINGGA,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"19,907,747"
DHARMASRAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"19,936,729"
PANGANDARAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"19,983,668"
KAPUAS HULU,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"19,995,705"
MALANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"20,135,297"
SIJUNJUNG,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"20,151,215"
LUWU,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"20,274,435"
BIREUEN,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"20,329,037"
ROKAN HILIR,Kasus Konfirmasi per 100.000 penduduk/ minggu,RIAU,31/08/2021,"20,347,502"
TELUK WONDAMA,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA BARAT,31/08/2021,"20,484,607"
KOTA SUBULUSSALAM,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"2,068,504"
SIMALUNGUN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"20,918,182"
MAROS,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"20,989,589"
KOTA PRABUMULIH,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"21,121,174"
TAPANULI UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"21,224,213"
CILACAP,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"21,279,253"
CIAMIS,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"21,348,535"
DAIRI,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"21,358,693"
ACEH SINGKIL,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"21,502,122"
KONAWE UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"21,550,065"
LABUHANBATU UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA UTARA,31/08/2021,"21,556,196"
PESAWARAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"21,626,059"
MUKO MUKO,Kasus Konfirmasi per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,"21,673,971"
KOTA BANDUNG,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"21,932,804"
NGAWI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"22,015,239"
SUMBA BARAT DAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"2,206,858"
TEBO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"22,134,804"
BARRU,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"22,282,786"
SANGGAU,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"22,559,736"
BUNGO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"22,593,111"
MUARO JAMBI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"22,654,889"
PIDIE JAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"22,680,463"
KONAWE SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"22,817,563"
KOTA MOJOKERTO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"22,863,065"
WONOGIRI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"23,414,822"
TIMOR TENGAH UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"2,360,608"
MAPPI,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"23,620,652"
LAMPUNG TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"23,743,726"
KOTA TANGERANG SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,BANTEN,31/08/2021,"23,803,242"
PANGKAJENE KEPULAUAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"24,147,832"
KLATEN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"24,285,185"
BONE BOLANGO,Kasus Konfirmasi per 100.000 penduduk/ minggu,GORONTALO,31/08/2021,"24,650,469"
LANDAK,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"24,777,718"
GORONTALO UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,GORONTALO,31/08/2021,"24,932,549"
KOTA BATU,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"25,091,727"
KOTA PARE PARE,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI SELATAN,31/08/2021,"25,154,667"
KUPANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"25,299,207"
PASAMAN BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"25,434,089"
KOTA BITUNG,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"25,498,222"
LAMANDAU,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"25,524,777"
SOLOK SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"25,671,935"
KEPULAUAN TALAUD,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"25,767,108"
PAHUWATO,Kasus Konfirmasi per 100.000 penduduk/ minggu,GORONTALO,31/08/2021,"25,889,648"
MANGGARAI TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"26,037,206"
BENGKULU UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,BENGKULU,31/08/2021,"26,050,571"
TANJUNG JABUNG TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"26,123,302"
KOTA PALEMBANG,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA SELATAN,31/08/2021,"26,135,862"
KOLAKA TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGGARA,31/08/2021,"2,637,206"
TOLI TOLI,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"26,379,921"
BANYUMAS,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"26,514,797"
LIMA PULUH KOTA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SUMATERA BARAT,31/08/2021,"26,543,274"
KOTA JAKARTA TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"26,598,471"
NGANJUK,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"26,601,615"
BARITO UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"27,247,544"
JAYAWIJAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"27,503,794"
KOTA BOGOR,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA BARAT,31/08/2021,"27,613,441"
KOTA LANGSA,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"27,619,121"
KOTAWARINGIN TIMUR,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN TENGAH,31/08/2021,"27,651,796"
PASANGKAYU,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"27,822,603"
KARANGASEM,Kasus Konfirmasi per 100.000 penduduk/ minggu,BALI,31/08/2021,"28,039,693"
SUKOHARJO,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TENGAH,31/08/2021,"28,047,182"
MINAHASA TENGGARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI UTARA,31/08/2021,"28,085,154"
KOTA JAKARTA UTARA,Kasus Konfirmasi per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"28,186,104"
KOTA BANDAR LAMPUNG,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"28,192,968"
JAYAPURA,Kasus Konfirmasi per 100.000 penduduk/ minggu,PAPUA,31/08/2021,"28,802,292"
BANJAR,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"29,063,907"
KUBU RAYA,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"29,090,439"
MAMUJU TENGAH,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI BARAT,31/08/2021,"2,915,962"
BINTAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,KEP. RIAU,31/08/2021,"29,167,274"
INDRAGIRI HULU,Kasus Konfirmasi per 100.000 penduduk/ minggu,RIAU,31/08/2021,"29,302,378"
PACITAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"30,152,702"
KEDIRI,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"30,495,258"
BLITAR,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAWA TIMUR,31/08/2021,"30,827,302"
BANGGAI LAUT,Kasus Konfirmasi per 100.000 penduduk/ minggu,SULAWESI TENGAH,31/08/2021,"31,014,163"
INDRAGIRI HILIR,Kasus Konfirmasi per 100.000 penduduk/ minggu,RIAU,31/08/2021,"31,030,862"
KUANTAN SINGINGI,Kasus Konfirmasi per 100.000 penduduk/ minggu,RIAU,31/08/2021,"3,132,152"
BARITO KUALA,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN SELATAN,31/08/2021,"31,386,822"
KOTA JAKARTA PUSAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"31,450,573"
KOTA JAKARTA SELATAN,Kasus Konfirmasi per 100.000 penduduk/ minggu,DKI JAKARTA,31/08/2021,"31,468,457"
GAYO LUES,Kasus Konfirmasi per 100.000 penduduk/ minggu,ACEH,31/08/2021,"31,565,324"
MALAKA,Kasus Konfirmasi per 100.000 penduduk/ minggu,NTT,31/08/2021,"3,186,308"
TANJUNG JABUNG BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,JAMBI,31/08/2021,"32,068,508"
MEMPAWAH,Kasus Konfirmasi per 100.000 penduduk/ minggu,KALIMANTAN BARAT,31/08/2021,"32,161,075"
LAMPUNG BARAT,Kasus Konfirmasi per 100.000 penduduk/ minggu,LAMPUNG,31/08/2021,"32,197,321"
